specialty,category,source_row_count,hbp_estimated_cost_inr_low,hbp_estimated_cost_inr_high,hbp_cost_confidence,hbp_cost_source_label,hbp_cost_source_url
Infertility Treatment,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Infertility and Artificial Reproductive Techniques,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Infertility and IVF,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Infertility and Laparoscopic Surgery,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Iui,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Iui Centre,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Iui Treatment,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Lactation Consultancy,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Male Fertility,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Male Infertility,"Obstetrics, Gynecology & Fertility",2,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Menopause,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Menopause and Midlife Health,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Menstrual Problems,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Midwifery,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Obg,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Obgy,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Obsterics Gynaecology,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Obstetric Anesthesiology,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Obstetric and Gynecology,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Obstetrics,"Obstetrics, Gynecology & Fertility",2,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Obstetrics Gynaecology,"Obstetrics, Gynecology & Fertility",3,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Obstetrics Gynecology,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Obstetrics and Gynacology,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Obstetrics and Gynaecology,"Obstetrics, Gynecology & Fertility",3,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Obstetrics and Gynecology,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Obstetrics and Maternity Care,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Obstetricsgynecology,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Oocyte Vitrification,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Ovulation Induction,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pcos,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pediatric Adolescent Gynecology,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pediatric and Adolescent Gynecology,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Perinatal and Reproductive Psychiatry,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pgs Pgd Screening Treatment,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pgta,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pgtm,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Polycystic Ovarian Syndrome Pcos Management,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pregnancy Care,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Reconstructive Gynecology,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Reproductive Endocrinology and Infertility,"Obstetrics, Gynecology & Fertility",2,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Reproductive Medicine,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Reproductive Surgery,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Semen Analysis,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Semen Sperm Freezing,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Sperm Retrieval,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Tesa,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Test Tube Baby,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Uro Gynaecological Surgery,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Uro Gynaecology,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Urogynaecology and Reconstructive Pelvis Surgery,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Urogynecology,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Urogynecology and Reconstructive Pelvic Surgery,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Urogynecology and Reconstructive Pelvis Surgery,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Urology and Andrology,"Obstetrics, Gynecology & Fertility",2,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Well Women Clinic,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Womens Health and Fertility,"Obstetrics, Gynecology & Fertility",1,6500,43000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Benign and Malignant Hematology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Bone Marrow Translant,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Bone Marrow Transplant,Oncology & Hematology,5,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Bone Marrow Transplantation,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Bone Marrow Transplantation Unit,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Bone Marrow Transplants,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Bone Tumor Treatment,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Brain Tumor Surgery,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Breast Cancer,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Breast Cancer Clinic,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Breast Onco Surgery,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Breast Oncology and Reconstruction,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Breast Surgical Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Breast and Thoracic Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Care,Oncology & Hematology,2,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Cytogenetics,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Dentistry,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Diagnostics,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Marker,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Palliative Medicine,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Pathology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Reconstruction,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Registry Epidemiology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Rehabilitation,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Rehabilitation Centre,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Screening,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Screening Centre,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Staging,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Surgeries,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Surgery,Oncology & Hematology,2,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cancer Vaccination,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Car T Cell,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Car T Cell Therapy,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Clinical Haematology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Clinical Hematology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Clinical Hematology Hemato Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Clinical Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Colorectal Peritoneal Surface Malignancies Crs HIPEC,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Community Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dermatologic Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Diagnostic Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Esophageal Stomach Cancer Surgeries,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
GI Cancer,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
GI Oncology,Oncology & Hematology,2,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
GI Uro Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastro Intestinal Oncosurgery,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastro Intestinal and Breast Surgical Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastrointestinal Hepatobiliary Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastrointestinal Oncology,Oncology & Hematology,2,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
General and Cancer Surgery,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Geriatric Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gynae Oncology,Oncology & Hematology,2,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gynaeoncology,Oncology & Hematology,2,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gyne Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
HIPEC and Peritoneal Surface Malignancy Psm,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Haemato Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Haemato Oncology Bone Marrow Transplant,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Haematologist,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Haematology,Oncology & Hematology,2,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Haematology Automation,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Haematology Haemato Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Haematology Laboratory,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Haematology and Bmt,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Haematology and Haemato Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Haematology and Haematoncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Head Neck Oncologist,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Head Neck Oncology,Oncology & Hematology,2,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Head and Neck Cancer,Oncology & Hematology,2,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Head and Neck Oncologic Surgery,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Head and Neck Oncology,Oncology & Hematology,2,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Head and Neck Oncosurgery,Oncology & Hematology,2,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Head and Neck Surgical Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hemato Oncology,Oncology & Hematology,3,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hemato Oncology Bmt,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hemato Oncology and Bmt,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hematology,Oncology & Hematology,2,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hematology Hemato Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hematology Laboratory,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hematology Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Immuno Haematology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Immunohematology Blood Transfusion,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Immunohematology and Blood Transfusion,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Immunohematologyandbloodtransfusion,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Interventional Oncology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Laboratory and Oncopathology,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Lacrimal Gland Tumor,Oncology & Hematology,1,15000,100000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
